match_id,friendly_picks,enemy_picks,bans,win_rate
1269,"[17, 24, 8, 4, 6]","[25, 30, 23, 19, 2]","[22, 1, 16, 28, 27, 11]",0.6172
1270,"[6, 26, 16, 8, 22]","[14, 17, 7, 20, 11]","[28, 4, 13, 29, 24, 5]",0.7359
1271,"[24, 17, 28, 23, 12]","[4, 9, 29, 26, 6]","[11, 20, 22, 10, 1, 2]",0.6864
1272,"[9, 3, 7, 28, 13]","[22, 6, 18, 23, 30]","[27, 4, 8, 14, 10, 2]",0.6513
1273,"[16, 29, 19, 30, 5]","[8, 3, 24, 15, 23]","[25, 4, 28, 10, 27, 11]",0.5849
1274,"[25, 17, 4, 7, 2]","[26, 11, 21, 3, 22]","[15, 12, 6, 10, 19, 13]",0.6924
1275,"[4, 30, 29, 13, 12]","[20, 10, 6, 26, 17]","[23, 21, 8, 24, 27, 2]",0.5812
1276,"[21, 16, 14, 12, 6]","[26, 22, 7, 10, 27]","[11, 13, 1, 25, 15, 4]",0.6892
1277,"[15, 26, 9, 17, 3]","[22, 19, 28, 14, 29]","[8, 16, 4, 23, 21, 13]",0.6479
1278,"[10, 7, 30, 1, 18]","[2, 23, 16, 28, 26]","[22, 21, 4, 24, 17, 19]",0.7149
1279,"[14, 10, 2, 3, 21]","[15, 9, 17, 20, 28]","[27, 19, 23, 11, 25, 8]",0.6924
1280,"[15, 22, 29, 20, 9]","[23, 12, 26, 30, 27]","[19, 1, 2, 7, 3, 25]",0.6647
1281,"[28, 29, 20, 14, 22]","[6, 7, 11, 8, 2]","[15, 17, 13, 9, 19, 21]",0.6547
1282,"[12, 1, 22, 18, 19]","[27, 3, 8, 13, 11]","[28, 26, 24, 10, 21, 23]",0.6588
1283,"[13, 2, 4, 19, 21]","[30, 7, 17, 8, 25]","[15, 3, 24, 12, 6, 14]",0.623
1284,"[3, 17, 5, 21, 16]","[20, 8, 12, 24, 23]","[30, 27, 9, 13, 1, 25]",0.6468
1285,"[22, 26, 20, 7, 17]","[15, 8, 13, 23, 21]","[27, 5, 9, 3, 28, 14]",0.6359
1286,"[13, 10, 20, 4, 22]","[9, 5, 29, 24, 19]","[2, 23, 18, 28, 17, 26]",0.6384
1287,"[7, 26, 15, 2, 22]","[23, 17, 12, 8, 24]","[29, 10, 3, 11, 4, 6]",0.5903
1288,"[21, 30, 11, 3, 22]","[29, 5, 16, 23, 2]","[26, 24, 15, 19, 9, 13]",0.6504
1289,"[19, 25, 17, 15, 9]","[13, 18, 1, 29, 30]","[21, 12, 10, 8, 5, 24]",0.7136
1290,"[14, 18, 26, 22, 29]","[1, 15, 30, 25, 11]","[17, 28, 7, 6, 3, 9]",0.5582
1291,"[23, 20, 15, 9, 4]","[10, 7, 14, 24, 1]","[25, 16, 6, 28, 5, 17]",0.5269
1292,"[10, 7, 23, 14, 9]","[2, 1, 21, 8, 11]","[28, 18, 12, 27, 15, 25]",0.5138
1293,"[25, 26, 1, 19, 4]","[20, 8, 7, 27, 30]","[15, 29, 11, 12, 2, 5]",0.691
1294,"[21, 18, 7, 22, 8]","[17, 3, 20, 16, 27]","[23, 2, 15, 24, 26, 10]",0.7111
1295,"[19, 13, 16, 18, 27]","[26, 2, 9, 23, 29]","[24, 12, 25, 11, 3, 5]",0.5562
1296,"[10, 11, 22, 13, 7]","[14, 21, 18, 24, 3]","[29, 1, 19, 6, 12, 25]",0.7032
1297,"[11, 3, 14, 1, 7]","[25, 26, 10, 5, 2]","[30, 8, 20, 28, 17, 18]",0.6704
1298,"[10, 6, 27, 9, 25]","[20, 1, 8, 28, 17]","[13, 3, 26, 15, 7, 23]",0.6006
1299,"[7, 6, 23, 18, 8]","[4, 27, 11, 16, 30]","[5, 13, 21, 15, 9, 14]",0.6185
1300,"[27, 29, 1, 17, 12]","[16, 4, 13, 25, 11]","[10, 20, 3, 21, 26, 24]",0.5955
1301,"[26, 21, 23, 29, 22]","[20, 1, 3, 12, 18]","[25, 17, 24, 8, 5, 4]",0.6199
1302,"[9, 14, 29, 24, 19]","[25, 15, 8, 30, 21]","[7, 17, 18, 3, 23, 11]",0.7355
1303,"[10, 4, 16, 3, 21]","[11, 26, 18, 2, 6]","[29, 14, 28, 27, 20, 7]",0.6079
1304,"[29, 11, 27, 30, 12]","[4, 1, 23, 7, 14]","[13, 20, 16, 10, 18, 2]",0.6408
1305,"[18, 20, 8, 23, 24]","[12, 21, 3, 4, 9]","[1, 26, 13, 7, 22, 30]",0.4986
1306,"[2, 6, 10, 13, 8]","[22, 25, 12, 20, 9]","[19, 16, 28, 7, 30, 11]",0.6344
1307,"[9, 28, 12, 1, 10]","[3, 29, 2, 27, 19]","[13, 24, 4, 16, 26, 23]",0.4915
1308,"[14, 3, 6, 16, 12]","[8, 29, 21, 2, 4]","[22, 30, 9, 17, 7, 18]",0.7088
1309,"[16, 21, 9, 5, 26]","[8, 25, 23, 18, 3]","[27, 24, 22, 29, 15, 12]",0.726
1310,"[18, 19, 17, 9, 26]","[16, 5, 8, 1, 28]","[11, 30, 25, 23, 22, 7]",0.5975
1311,"[20, 2, 3, 27, 9]","[14, 4, 15, 30, 7]","[16, 12, 11, 10, 1, 29]",0.5026
1312,"[28, 7, 6, 27, 22]","[25, 10, 15, 24, 4]","[8, 17, 5, 1, 30, 12]",0.5014
1313,"[6, 19, 27, 28, 20]","[14, 2, 17, 29, 7]","[18, 5, 13, 4, 16, 24]",0.529
1314,"[8, 14, 30, 6, 27]","[2, 20, 1, 15, 29]","[4, 11, 19, 9, 10, 22]",0.5504
1315,"[23, 3, 20, 6, 1]","[24, 10, 5, 30, 7]","[27, 4, 18, 22, 16, 8]",0.5637
1316,"[14, 27, 19, 7, 8]","[25, 26, 22, 11, 3]","[6, 18, 28, 16, 24, 13]",0.5332
1317,"[30, 8, 21, 17, 29]","[18, 10, 26, 12, 24]","[15, 5, 27, 3, 14, 28]",0.7268
1318,"[16, 23, 18, 27, 1]","[5, 15, 24, 10, 13]","[14, 4, 12, 25, 26, 11]",0.5284
1319,"[20, 19, 23, 5, 29]","[30, 27, 1, 12, 25]","[21, 8, 10, 3, 22, 18]",0.5813
1320,"[30, 7, 22, 12, 26]","[28, 17, 4, 8, 20]","[19, 5, 11, 25, 24, 27]",0.6659
1321,"[30, 9, 4, 5, 3]","[17, 19, 1, 24, 8]","[14, 7, 13, 20, 10, 21]",0.5835
1322,"[17, 24, 14, 20, 18]","[8, 23, 16, 12, 5]","[19, 9, 26, 11, 28, 30]",0.654
1323,"[21, 12, 5, 30, 14]","[23, 8, 4, 10, 27]","[29, 22, 18, 7, 26, 16]",0.7398
1324,"[25, 10, 21, 15, 23]","[12, 8, 30, 20, 16]","[14, 18, 17, 3, 13, 26]",0.5419
1325,"[27, 8, 18, 25, 26]","[29, 2, 9, 1, 16]","[23, 22, 7, 6, 15, 10]",0.6079
1326,"[15, 4, 29, 12, 11]","[28, 20, 26, 10, 18]","[9, 1, 7, 5, 17, 25]",0.658
1327,"[22, 9, 18, 3, 17]","[13, 24, 16, 5, 2]","[29, 30, 21, 14, 27, 25]",0.6711
1328,"[19, 23, 22, 9, 21]","[8, 20, 29, 12, 30]","[14, 4, 24, 18, 17, 7]",0.5757
1329,"[3, 8, 28, 27, 26]","[14, 4, 5, 6, 21]","[18, 9, 16, 13, 23, 12]",0.6341
1330,"[3, 15, 20, 12, 26]","[1, 17, 9, 7, 13]","[14, 11, 16, 28, 18, 2]",0.7179
1331,"[26, 16, 3, 28, 18]","[29, 7, 5, 24, 12]","[6, 10, 17, 15, 21, 19]",0.5168
1332,"[21, 18, 15, 7, 29]","[24, 9, 6, 1, 16]","[20, 3, 12, 19, 23, 30]",0.5846
1333,"[2, 9, 26, 28, 1]","[7, 23, 27, 6, 22]","[19, 18, 17, 25, 16, 11]",0.5054
1334,"[17, 21, 2, 30, 15]","[11, 12, 25, 5, 3]","[7, 13, 18, 23, 16, 1]",0.547
1335,"[23, 29, 13, 19, 30]","[6, 26, 21, 2, 12]","[1, 25, 17, 7, 27, 3]",0.6384
1336,"[23, 6, 7, 9, 10]","[5, 26, 15, 17, 19]","[28, 20, 16, 25, 1, 14]",0.5603
1337,"[8, 17, 10, 4, 25]","[29, 22, 23, 18, 30]","[15, 24, 1, 12, 2, 6]",0.5756
1338,"[28, 20, 1, 4, 22]","[5, 23, 16, 17, 15]","[9, 12, 10, 13, 25, 11]",0.5496
1339,"[25, 27, 2, 7, 14]","[30, 12, 16, 3, 26]","[11, 28, 4, 18, 17, 13]",0.5679
1340,"[24, 8, 6, 4, 2]","[16, 11, 18, 19, 28]","[1, 12, 21, 30, 13, 22]",0.578
1341,"[27, 28, 3, 13, 22]","[30, 24, 20, 11, 12]","[14, 7, 23, 10, 19, 9]",0.633
1342,"[24, 19, 13, 16, 6]","[25, 21, 7, 14, 11]","[17, 3, 12, 23, 22, 10]",0.7046
1343,"[16, 8, 20, 23, 5]","[14, 25, 28, 26, 7]","[1, 3, 22, 29, 2, 11]",0.6697
1344,"[8, 6, 11, 2, 24]","[5, 12, 21, 17, 4]","[18, 25, 20, 9, 1, 14]",0.7054
1345,"[15, 18, 3, 22, 7]","[17, 2, 5, 4, 26]","[12, 27, 28, 21, 8, 11]",0.5596
1346,"[9, 7, 22, 4, 30]","[1, 28, 5, 29, 19]","[17, 26, 8, 24, 3, 13]",0.6677
1347,"[29, 1, 21, 11, 4]","[25, 23, 18, 19, 12]","[13, 3, 14, 30, 10, 15]",0.5615
1348,"[8, 4, 19, 5, 2]","[12, 10, 25, 7, 20]","[22, 27, 9, 29, 13, 15]",0.5609
1349,"[10, 19, 30, 14, 27]","[18, 17, 4, 6, 1]","[8, 5, 21, 12, 22, 11]",0.6061
1350,"[21, 23, 26, 14, 15]","[13, 20, 18, 25, 3]","[30, 19, 16, 12, 8, 17]",0.5984
1351,"[26, 3, 20, 24, 2]","[27, 16, 18, 21, 28]","[8, 23, 30, 17, 5, 1]",0.6796
1352,"[23, 13, 30, 21, 28]","[14, 4, 19, 22, 10]","[25, 11, 1, 7, 3, 2]",0.5773
1353,"[13, 26, 8, 9, 25]","[22, 27, 12, 2, 7]","[29, 1, 30, 4, 5, 16]",0.6802
1354,"[18, 27, 5, 11, 26]","[17, 19, 22, 24, 16]","[2, 10, 28, 25, 6, 8]",0.5614
1355,"[30, 14, 26, 4, 12]","[8, 24, 19, 5, 25]","[20, 6, 28, 3, 16, 11]",0.6522
1356,"[12, 7, 28, 5, 9]","[30, 23, 21, 19, 1]","[14, 6, 26, 20, 22, 15]",0.6922
1357,"[10, 22, 23, 12, 7]","[8, 14, 13, 3, 21]","[1, 9, 11, 15, 16, 18]",0.653
1358,"[11, 1, 24, 21, 2]","[27, 12, 29, 30, 4]","[10, 16, 9, 20, 13, 15]",0.6484
1359,"[17, 25, 3, 1, 13]","[20, 9, 10, 28, 18]","[11, 27, 15, 8, 7, 5]",0.7234
1360,"[5, 14, 19, 7, 18]","[13, 8, 11, 17, 27]","[29, 22, 10, 12, 1, 21]",0.5222
1361,"[14, 24, 12, 26, 27]","[13, 2, 5, 29, 15]","[4, 28, 10, 9, 22, 25]",0.5575
1362,"[2, 22, 6, 27, 4]","[10, 29, 24, 13, 30]","[23, 26, 17, 8, 25, 9]",0.6432
1363,"[22, 25, 30, 10, 21]","[27, 11, 29, 28, 24]","[26, 16, 8, 23, 5, 4]",0.7094
1364,"[28, 12, 25, 8, 2]","[14, 15, 21, 3, 13]","[10, 29, 23, 11, 24, 7]",0.7052
1365,"[6, 7, 21, 3, 25]","[8, 4, 11, 29, 14]","[30, 18, 13, 16, 2, 17]",0.5811
1366,"[5, 10, 7, 2, 23]","[27, 20, 4, 15, 3]","[14, 26, 11, 29, 19, 30]",0.5173
1367,"[29, 10, 26, 18, 8]","[11, 2, 5, 23, 27]","[13, 14, 15, 24, 22, 17]",0.7012
1368,"[22, 13, 20, 1, 6]","[5, 27, 11, 24, 25]","[30, 16, 28, 8, 10, 4]",0.5535
1369,"[15, 16, 11, 28, 9]","[13, 6, 4, 29, 25]","[19, 26, 24, 7, 22, 18]",0.5623
1370,"[25, 15, 3, 17, 24]","[30, 22, 7, 20, 16]","[9, 6, 11, 21, 12, 29]",0.6363
1371,"[14, 30, 26, 21, 8]","[17, 10, 25, 15, 28]","[13, 27, 24, 29, 3, 22]",0.6981
1372,"[13, 23, 5, 18, 14]","[12, 11, 30, 10, 6]","[19, 15, 25, 20, 28, 22]",0.6589
1373,"[3, 5, 19, 27, 15]","[9, 28, 1, 29, 25]","[20, 16, 11, 7, 10, 18]",0.5644
1374,"[16, 5, 26, 19, 24]","[28, 4, 3, 22, 10]","[8, 27, 21, 17, 23, 12]",0.6798
1375,"[3, 26, 12, 11, 18]","[6, 29, 25, 15, 10]","[27, 7, 23, 9, 19, 17]",0.5848
1376,"[22, 12, 10, 29, 26]","[21, 3, 4, 23, 24]","[15, 13, 16, 27, 1, 2]",0.5529
1377,"[8, 13, 5, 21, 12]","[3, 25, 7, 15, 9]","[23, 2, 28, 27, 14, 26]",0.5384
1378,"[19, 24, 29, 1, 3]","[8, 26, 4, 14, 5]","[13, 23, 17, 22, 21, 20]",0.7061
1379,"[11, 7, 24, 14, 17]","[25, 9, 26, 13, 30]","[29, 20, 3, 5, 10, 21]",0.7099
1380,"[12, 26, 23, 3, 13]","[10, 9, 16, 7, 21]","[4, 6, 15, 25, 20, 18]",0.573
1381,"[25, 14, 26, 23, 16]","[4, 9, 12, 29, 24]","[22, 2, 13, 10, 11, 19]",0.6632
1382,"[26, 11, 9, 24, 5]","[16, 22, 19, 10, 25]","[7, 15, 8, 18, 14, 27]",0.5431
1383,"[28, 3, 20, 7, 19]","[6, 14, 17, 27, 11]","[21, 9, 5, 8, 4, 16]",0.6994
1384,"[6, 24, 20, 1, 10]","[30, 4, 29, 19, 8]","[13, 17, 12, 11, 28, 27]",0.5355
1385,"[7, 4, 6, 20, 3]","[1, 28, 11, 21, 9]","[27, 5, 30, 8, 2, 14]",0.6559
1386,"[24, 8, 30, 12, 21]","[4, 23, 20, 28, 13]","[14, 25, 6, 18, 11, 3]",0.5869
1387,"[3, 21, 5, 22, 2]","[1, 6, 26, 16, 20]","[13, 18, 29, 28, 24, 30]",0.4899
1388,"[6, 16, 24, 29, 3]","[22, 13, 18, 1, 20]","[15, 19, 17, 27, 25, 28]",0.7103
1389,"[16, 6, 23, 28, 22]","[29, 26, 2, 20, 12]","[11, 18, 19, 7, 24, 10]",0.6223
1390,"[14, 9, 5, 6, 1]","[18, 3, 12, 21, 13]","[10, 24, 28, 4, 19, 8]",0.5144
1391,"[13, 23, 7, 27, 19]","[30, 10, 9, 3, 15]","[25, 4, 20, 22, 2, 18]",0.5554
1392,"[15, 12, 28, 23, 25]","[17, 13, 30, 22, 20]","[29, 4, 7, 11, 14, 27]",0.7111
1393,"[11, 7, 22, 1, 18]","[3, 17, 13, 12, 6]","[2, 25, 4, 16, 19, 28]",0.6039
1394,"[4, 30, 21, 19, 29]","[24, 9, 11, 3, 20]","[23, 14, 18, 22, 28, 1]",0.7207
1395,"[10, 26, 15, 5, 16]","[2, 6, 13, 28, 30]","[7, 22, 29, 17, 23, 8]",0.6708
1396,"[1, 10, 27, 25, 5]","[28, 3, 18, 22, 9]","[29, 8, 26, 11, 13, 2]",0.6077
1397,"[17, 21, 28, 30, 27]","[19, 20, 22, 25, 29]","[13, 2, 15, 10, 18, 9]",0.5649
1398,"[15, 8, 30, 10, 16]","[4, 17, 5, 19, 13]","[21, 25, 27, 20, 6, 22]",0.6781
1399,"[1, 7, 10, 21, 6]","[14, 27, 9, 28, 16]","[15, 19, 18, 4, 5, 25]",0.5221
1400,"[3, 26, 11, 19, 28]","[13, 6, 18, 22, 17]","[10, 25, 24, 9, 15, 12]",0.6326
1401,"[15, 30, 22, 16, 6]","[21, 7, 25, 24, 19]","[14, 1, 2, 29, 18, 28]",0.5671
1402,"[21, 22, 26, 16, 4]","[12, 18, 5, 30, 24]","[10, 17, 25, 14, 1, 27]",0.5894
1403,"[26, 16, 19, 23, 27]","[2, 18, 1, 29, 8]","[13, 11, 9, 30, 24, 7]",0.6858
1404,"[13, 27, 5, 9, 10]","[4, 2, 26, 12, 3]","[30, 7, 14, 8, 15, 21]",0.6389
1405,"[8, 27, 22, 2, 30]","[18, 5, 9, 13, 15]","[29, 26, 16, 20, 25, 23]",0.6715
1406,"[23, 28, 13, 24, 8]","[6, 12, 11, 1, 22]","[2, 19, 16, 15, 3, 17]",0.6394
1407,"[30, 19, 15, 18, 16]","[21, 2, 13, 10, 26]","[8, 20, 23, 14, 17, 11]",0.6154
1408,"[16, 15, 7, 29, 20]","[26, 14, 8, 24, 10]","[23, 25, 19, 4, 1, 30]",0.6604
1409,"[7, 28, 5, 23, 27]","[10, 1, 12, 24, 20]","[22, 13, 25, 26, 30, 3]",0.5655
1410,"[21, 10, 23, 25, 12]","[5, 8, 29, 7, 14]","[11, 28, 6, 17, 1, 26]",0.5869
1411,"[5, 26, 10, 9, 21]","[16, 24, 27, 2, 22]","[11, 6, 30, 17, 23, 19]",0.6487
1412,"[14, 3, 2, 11, 19]","[5, 7, 27, 23, 28]","[12, 21, 10, 6, 29, 4]",0.6642
1413,"[5, 2, 1, 19, 16]","[8, 18, 3, 7, 15]","[6, 28, 20, 14, 30, 10]",0.533
1414,"[9, 28, 6, 7, 3]","[1, 22, 23, 24, 2]","[18, 16, 11, 13, 10, 5]",0.5578
1415,"[7, 3, 29, 17, 12]","[28, 21, 1, 23, 6]","[13, 22, 24, 14, 26, 2]",0.5456
1416,"[5, 27, 4, 12, 19]","[21, 13, 7, 24, 23]","[11, 6, 26, 17, 25, 30]",0.567
1417,"[17, 10, 6, 23, 21]","[22, 13, 12, 5, 3]","[20, 8, 2, 9, 30, 4]",0.535
1418,"[5, 27, 14, 3, 6]","[10, 19, 18, 9, 25]","[4, 30, 29, 24, 28, 16]",0.6883
1419,"[20, 30, 9, 7, 12]","[29, 1, 3, 24, 13]","[25, 6, 16, 17, 28, 11]",0.65
1420,"[3, 13, 19, 12, 4]","[29, 18, 8, 21, 7]","[14, 22, 27, 10, 28, 9]",0.6648
1421,"[19, 18, 7, 24, 28]","[15, 21, 8, 29, 17]","[16, 27, 25, 23, 30, 13]",0.6049
1422,"[3, 23, 16, 27, 12]","[25, 19, 4, 28, 20]","[22, 14, 15, 24, 5, 8]",0.6165
1423,"[26, 6, 18, 19, 10]","[23, 28, 25, 21, 30]","[13, 27, 17, 24, 15, 22]",0.544
1424,"[1, 13, 25, 27, 14]","[7, 29, 8, 18, 19]","[4, 10, 23, 6, 26, 12]",0.5583
1425,"[28, 13, 1, 24, 17]","[4, 23, 10, 14, 25]","[3, 6, 29, 30, 12, 21]",0.53
1426,"[27, 9, 26, 8, 12]","[22, 15, 2, 13, 14]","[20, 17, 10, 23, 21, 7]",0.681
1427,"[20, 18, 12, 9, 2]","[25, 23, 30, 22, 29]","[8, 21, 1, 5, 28, 17]",0.6044
1428,"[11, 18, 3, 1, 29]","[19, 12, 26, 21, 13]","[22, 30, 24, 23, 4, 25]",0.6909
1429,"[5, 9, 15, 20, 23]","[21, 3, 1, 29, 19]","[2, 8, 28, 4, 14, 18]",0.5755
1430,"[29, 24, 25, 20, 9]","[1, 7, 22, 27, 30]","[10, 12, 2, 19, 15, 17]",0.6808
1431,"[2, 21, 13, 8, 4]","[26, 16, 7, 9, 24]","[5, 27, 11, 25, 23, 29]",0.6184
1432,"[16, 25, 12, 17, 3]","[30, 2, 7, 24, 28]","[8, 13, 4, 29, 27, 15]",0.5412
1433,"[30, 3, 21, 7, 19]","[4, 2, 23, 15, 11]","[13, 27, 29, 18, 20, 12]",0.669
1434,"[23, 6, 17, 30, 14]","[2, 9, 7, 26, 27]","[4, 8, 1, 19, 15, 22]",0.7108
1435,"[20, 11, 5, 14, 29]","[27, 3, 23, 18, 21]","[22, 8, 10, 19, 25, 16]",0.6225
1436,"[25, 8, 16, 9, 14]","[17, 5, 29, 18, 30]","[19, 26, 11, 7, 22, 1]",0.5615
1437,"[6, 11, 10, 8, 26]","[12, 27, 4, 2, 7]","[19, 14, 1, 17, 24, 23]",0.6731
1438,"[4, 11, 24, 28, 8]","[6, 20, 1, 2, 13]","[22, 10, 16, 21, 14, 15]",0.6115
1439,"[25, 21, 30, 16, 9]","[13, 23, 1, 17, 26]","[27, 3, 12, 18, 15, 8]",0.6502
1440,"[27, 15, 21, 22, 9]","[25, 6, 20, 11, 28]","[3, 5, 17, 24, 1, 23]",0.699
1441,"[5, 24, 20, 18, 27]","[30, 11, 15, 17, 10]","[16, 25, 12, 22, 28, 2]",0.5994
1442,"[16, 25, 26, 21, 23]","[22, 28, 11, 4, 18]","[1, 20, 6, 27, 29, 12]",0.5201
1443,"[11, 17, 12, 28, 26]","[30, 23, 22, 16, 18]","[1, 3, 15, 25, 2, 21]",0.6019
1444,"[9, 18, 5, 17, 20]","[24, 14, 3, 22, 28]","[30, 10, 26, 7, 4, 15]",0.6042
1445,"[1, 30, 29, 10, 21]","[28, 8, 13, 20, 9]","[6, 25, 24, 16, 12, 4]",0.6292
1446,"[3, 18, 17, 5, 26]","[23, 8, 19, 30, 24]","[13, 2, 28, 25, 11, 22]",0.5637
1447,"[23, 8, 22, 13, 29]","[7, 15, 10, 26, 9]","[16, 28, 21, 5, 1, 3]",0.6004
1448,"[10, 15, 30, 1, 11]","[16, 6, 14, 7, 2]","[8, 4, 5, 21, 12, 28]",0.5305
1449,"[15, 1, 30, 21, 28]","[13, 2, 11, 10, 26]","[25, 5, 22, 19, 6, 14]",0.6064
1450,"[12, 1, 11, 25, 16]","[24, 9, 15, 10, 8]","[29, 26, 2, 17, 4, 21]",0.6894
1451,"[21, 26, 13, 6, 30]","[10, 29, 19, 24, 17]","[3, 18, 8, 20, 25, 4]",0.5336
1452,"[30, 1, 9, 5, 19]","[3, 27, 4, 26, 12]","[14, 8, 16, 20, 21, 18]",0.5232
1453,"[12, 26, 30, 15, 24]","[6, 27, 14, 10, 25]","[17, 7, 21, 4, 5, 23]",0.673
1454,"[21, 7, 16, 11, 8]","[23, 17, 25, 30, 29]","[10, 27, 13, 6, 5, 26]",0.7531
1455,"[10, 1, 29, 24, 21]","[28, 18, 5, 25, 27]","[12, 30, 13, 2, 15, 7]",0.5285
1456,"[22, 19, 7, 12, 18]","[28, 13, 6, 17, 16]","[14, 23, 25, 29, 8, 5]",0.5514
1457,"[7, 14, 2, 3, 1]","[25, 29, 27, 18, 22]","[10, 23, 28, 20, 8, 19]",0.6387
1458,"[19, 26, 12, 30, 28]","[10, 2, 24, 18, 20]","[14, 17, 1, 29, 22, 5]",0.6231
1459,"[17, 21, 30, 20, 1]","[13, 29, 9, 24, 28]","[14, 23, 19, 25, 5, 12]",0.6762
1460,"[23, 2, 20, 26, 13]","[3, 22, 15, 18, 21]","[17, 1, 6, 27, 10, 28]",0.6741
1461,"[30, 15, 18, 26, 20]","[25, 13, 8, 29, 6]","[28, 1, 24, 3, 17, 14]",0.5528
1462,"[19, 14, 6, 13, 26]","[25, 11, 30, 1, 10]","[2, 22, 21, 23, 8, 27]",0.6984
1463,"[8, 21, 3, 25, 19]","[26, 22, 13, 23, 4]","[1, 11, 9, 2, 27, 20]",0.5836
1464,"[28, 11, 15, 13, 24]","[21, 10, 17, 16, 14]","[7, 25, 4, 29, 22, 2]",0.5458
1465,"[5, 8, 1, 6, 13]","[20, 23, 19, 16, 2]","[9, 12, 11, 28, 29, 10]",0.6877
1466,"[19, 24, 3, 12, 7]","[15, 26, 6, 25, 1]","[30, 27, 10, 2, 8, 18]",0.5671
1467,"[24, 20, 13, 28, 5]","[16, 2, 18, 26, 11]","[17, 4, 19, 27, 1, 22]",0.5732
1468,"[16, 3, 25, 10, 14]","[19, 27, 26, 22, 24]","[29, 18, 30, 8, 6, 9]",0.5771
1469,"[18, 8, 25, 1, 6]","[4, 9, 30, 5, 15]","[29, 11, 14, 20, 19, 2]",0.5651
1470,"[7, 10, 22, 16, 9]","[4, 19, 11, 2, 8]","[17, 5, 6, 18, 28, 21]",0.5459
1471,"[21, 18, 13, 29, 19]","[24, 30, 10, 20, 16]","[4, 23, 2, 3, 22, 8]",0.6785
1472,"[14, 3, 16, 18, 4]","[2, 21, 23, 1, 25]","[13, 26, 5, 30, 11, 22]",0.6948
1473,"[19, 12, 8, 26, 1]","[5, 15, 3, 17, 29]","[18, 10, 6, 7, 4, 30]",0.6079
1474,"[4, 10, 9, 5, 26]","[24, 21, 20, 12, 28]","[11, 13, 1, 25, 22, 19]",0.6307
1475,"[13, 5, 6, 22, 19]","[27, 29, 30, 24, 18]","[17, 11, 2, 7, 28, 25]",0.6612
1476,"[14, 24, 19, 25, 2]","[8, 13, 23, 18, 11]","[5, 27, 21, 12, 29, 6]",0.6141
1477,"[12, 9, 29, 14, 5]","[10, 16, 7, 4, 27]","[22, 19, 18, 23, 13, 25]",0.6496
1478,"[23, 13, 11, 1, 25]","[7, 30, 26, 19, 15]","[24, 12, 8, 28, 5, 27]",0.539
1479,"[2, 16, 30, 12, 15]","[3, 6, 29, 1, 19]","[21, 4, 23, 27, 9, 26]",0.5186
1480,"[16, 11, 19, 27, 24]","[10, 20, 12, 23, 8]","[4, 18, 3, 21, 22, 28]",0.5452
1481,"[8, 26, 14, 20, 1]","[11, 23, 10, 28, 17]","[30, 21, 25, 24, 3, 22]",0.714
1482,"[4, 26, 3, 10, 1]","[5, 19, 2, 11, 25]","[6, 28, 17, 27, 22, 20]",0.623
1483,"[17, 18, 1, 3, 20]","[9, 11, 8, 26, 27]","[10, 16, 6, 29, 19, 13]",0.6678
1484,"[29, 24, 13, 17, 8]","[28, 22, 14, 27, 1]","[30, 16, 7, 26, 2, 15]",0.5741
1485,"[24, 10, 26, 12, 28]","[5, 7, 23, 19, 3]","[15, 4, 27, 17, 20, 8]",0.5414
1486,"[19, 23, 17, 8, 12]","[9, 5, 16, 26, 11]","[25, 2, 21, 20, 29, 13]",0.6693
1487,"[29, 9, 10, 6, 8]","[12, 18, 7, 23, 13]","[15, 26, 22, 28, 25, 2]",0.5309
1488,"[13, 11, 4, 8, 23]","[19, 2, 17, 10, 29]","[27, 15, 18, 25, 14, 22]",0.5373
1489,"[14, 30, 25, 21, 9]","[15, 6, 4, 20, 28]","[3, 27, 17, 7, 18, 16]",0.554
1490,"[21, 27, 2, 26, 11]","[4, 29, 14, 18, 20]","[24, 30, 1, 17, 6, 12]",0.565
1491,"[1, 27, 10, 28, 16]","[11, 4, 15, 30, 24]","[6, 23, 20, 29, 12, 21]",0.5587
1492,"[12, 29, 7, 20, 15]","[17, 6, 4, 24, 9]","[8, 22, 23, 27, 25, 1]",0.5425
1493,"[4, 12, 22, 26, 30]","[24, 21, 7, 18, 23]","[20, 3, 25, 8, 2, 5]",0.5669
1494,"[19, 21, 27, 15, 13]","[29, 25, 23, 10, 6]","[9, 26, 1, 24, 7, 17]",0.6044
1495,"[8, 1, 2, 24, 30]","[11, 9, 3, 7, 10]","[27, 6, 25, 26, 20, 15]",0.6631
1496,"[8, 13, 18, 28, 26]","[9, 11, 30, 10, 2]","[24, 21, 7, 25, 5, 1]",0.5456
1497,"[15, 16, 25, 9, 4]","[23, 3, 26, 24, 30]","[21, 12, 1, 13, 10, 20]",0.6883
1498,"[9, 24, 5, 11, 27]","[29, 30, 19, 8, 4]","[15, 6, 13, 16, 7, 18]",0.5909
1499,"[17, 1, 11, 16, 20]","[21, 25, 6, 8, 3]","[4, 15, 13, 23, 2, 12]",0.5687
1500,"[24, 27, 10, 17, 2]","[15, 7, 9, 1, 18]","[30, 21, 14, 25, 28, 29]",0.5476
1501,"[14, 19, 16, 29, 9]","[1, 11, 20, 18, 6]","[7, 22, 3, 21, 27, 13]",0.5419
